logical_group,model_slug,language,prompt_regime,artefact_type,candidate_sample_count,size_bytes,sha256,diagnostic_markers,source_relative_path
319,qwen2_5_1_5b_instruct,python,FS,raw_generation,300,165479,511eecd5cb724f04c8d7b6c19ad7a08145b4b9e152aff5500208e1cdbfba1382,,outputs/raw_generations/open-source/qwen25_1_5b_instruct_P1_few_shot_python_300_v1.jsonl
319,qwen2_5_1_5b_instruct,python,FS,raw_generation,300,165479,511eecd5cb724f04c8d7b6c19ad7a08145b4b9e152aff5500208e1cdbfba1382,,outputs/raw_generations/qwen25_1_5b_instruct_P1_few_shot_python_300_v1.jsonl
319,qwen2_5_1_5b_instruct,python,FS,raw_generation,400,279452,b23a93d34526f5377ebf9fc780cfa931399013e48ef2190271193eac43b720fd,,outputs/raw_generations/qwen25_1_5b_instruct_P1_few_shot_python_400_v1.jsonl
320,qwen2_5_1_5b_instruct,python,OS,automatic_evaluation_detailed,300,265635,0c0cac73bd44aa3d1a0449f2236b39a8f6c79c090cabfeaa24f1d5bce00120ae,,outputs/evaluations/qwen25_1_5b_instruct_P1_one_shot_python_300_v1_detailed.jsonl
320,qwen2_5_1_5b_instruct,python,OS,automatic_evaluation_detailed,300,274100,d03a33d5821500c5806da5f19edeff7cf1d3c0e00b80fab6a4bc315ebeb67d11,,outputs/evaluations/qwen25_1_5b_instruct_P1_one_shot_python_300_v1_eval.json_detailed.jsonl
320,qwen2_5_1_5b_instruct,python,OS,automatic_evaluation_detailed,400,354539,a162685ca463199425aa02c5def9bfebc75cb5e6a13a8cca280b815ae61b4aea,,outputs/evaluations/qwen25_1_5b_instruct_P1_one_shot_python_400_v1_eval.json_detailed.jsonl
320,qwen2_5_1_5b_instruct,python,OS,automatic_evaluation_detailed,300,265635,0c0cac73bd44aa3d1a0449f2236b39a8f6c79c090cabfeaa24f1d5bce00120ae,,outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_one_shot_python_300_v1_detailed.jsonl
320,qwen2_5_1_5b_instruct,python,OS,automatic_evaluation_detailed,300,274100,d03a33d5821500c5806da5f19edeff7cf1d3c0e00b80fab6a4bc315ebeb67d11,,outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_one_shot_python_300_v1_eval.json_detailed.jsonl
320,qwen2_5_1_5b_instruct,python,OS,automatic_evaluation_detailed,400,354539,a162685ca463199425aa02c5def9bfebc75cb5e6a13a8cca280b815ae61b4aea,,outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_one_shot_python_400_v1_eval.json_detailed.jsonl
321,qwen2_5_1_5b_instruct,python,OS,automatic_evaluation_summary,300,1138,843a4d5ced7a9c2dc3ed5de92c90613fee7dce03124083aa1b3b70d3d1d61bed,,outputs/evaluations/qwen25_1_5b_instruct_P1_one_shot_python_300_v1_eval.json_summary.json
321,qwen2_5_1_5b_instruct,python,OS,automatic_evaluation_summary,300,1062,f3649dee43caf67a84fa7a071bb0794a7023ac6110fb7316aa33371d732ba623,,outputs/evaluations/qwen25_1_5b_instruct_P1_one_shot_python_300_v1_summary.json
321,qwen2_5_1_5b_instruct,python,OS,automatic_evaluation_summary,400,1102,ea16fc47348d9994ccd930a4a817a126dcda0113310dd95945ddfca115ce3e77,,outputs/evaluations/qwen25_1_5b_instruct_P1_one_shot_python_400_v1_eval.json_summary.json
321,qwen2_5_1_5b_instruct,python,OS,automatic_evaluation_summary,300,1138,843a4d5ced7a9c2dc3ed5de92c90613fee7dce03124083aa1b3b70d3d1d61bed,,outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_one_shot_python_300_v1_eval.json_summary.json
321,qwen2_5_1_5b_instruct,python,OS,automatic_evaluation_summary,300,1062,f3649dee43caf67a84fa7a071bb0794a7023ac6110fb7316aa33371d732ba623,,outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_one_shot_python_300_v1_summary.json
321,qwen2_5_1_5b_instruct,python,OS,automatic_evaluation_summary,400,1102,ea16fc47348d9994ccd930a4a817a126dcda0113310dd95945ddfca115ce3e77,,outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_one_shot_python_400_v1_eval.json_summary.json
322,qwen2_5_1_5b_instruct,python,OS,code_grounded_detailed,300,264072,0bf413d37d3b7d214be04793d909c9ef756cf2047d3fb4fcc0ba2367f1dd841e,,outputs/correctness/qwen25_1_5b_instruct_P1_one_shot_python_300_v1_correctness.json_detailed.jsonl
322,qwen2_5_1_5b_instruct,python,OS,code_grounded_detailed,400,343556,283d861cd71b2a99957f65a57bfa754ecf9869db46ca249a7a0c7bfd63841004,,outputs/correctness/qwen25_1_5b_instruct_P1_one_shot_python_400_v1_correctness.json_detailed.jsonl
322,qwen2_5_1_5b_instruct,python,OS,code_grounded_detailed,300,274098,d8ecb6b1d0abf848acf59634f315fbea7e5b274a7035a6e35c1eb744ae4f352b,,outputs/evaluation-and-correctness-may2026/open-source/qwen25_1_5b_instruct_P1_one_shot_python_300_v1_detailed.jsonl
322,qwen2_5_1_5b_instruct,python,OS,code_grounded_detailed,400,319334,0994c4d6c3d385367e6c50bdb09b4b6fabb3182041745f6e848b618aa30757b0,,outputs/evaluation-and-correctness-may2026/open-source/qwen25_1_5b_instruct_P1_one_shot_python_400_v1_code_grounded_detailed.jsonl
322,qwen2_5_1_5b_instruct,python,OS,code_grounded_detailed,400,332044,f409e174ee68657ee88e17ef8f7d8aabbb4df602574de91975cf796e34f53987,,outputs/evaluation-and-correctness-may2026/open-source/qwen25_1_5b_instruct_P1_one_shot_python_400_v1_detailed.jsonl
322,qwen2_5_1_5b_instruct,python,OS,code_grounded_detailed,300,264072,0bf413d37d3b7d214be04793d909c9ef756cf2047d3fb4fcc0ba2367f1dd841e,,outputs/segregated_results/open-source-base/correctness/qwen25_1_5b_instruct_P1_one_shot_python_300_v1_correctness.json_detailed.jsonl
322,qwen2_5_1_5b_instruct,python,OS,code_grounded_detailed,400,343556,283d861cd71b2a99957f65a57bfa754ecf9869db46ca249a7a0c7bfd63841004,,outputs/segregated_results/open-source-base/correctness/qwen25_1_5b_instruct_P1_one_shot_python_400_v1_correctness.json_detailed.jsonl
322,qwen2_5_1_5b_instruct,python,OS,code_grounded_detailed,400,319334,0994c4d6c3d385367e6c50bdb09b4b6fabb3182041745f6e848b618aa30757b0,,outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_one_shot_python_400_v1_code_grounded_detailed.jsonl
323,qwen2_5_1_5b_instruct,python,OS,code_grounded_summary,300,1317,19107e10c8cfb7a6adb8df418ea5279ecd5b5485b658ad57856dd225ed9b44d6,,outputs/correctness/qwen25_1_5b_instruct_P1_one_shot_python_300_v1_correctness.json_summary.json
323,qwen2_5_1_5b_instruct,python,OS,code_grounded_summary,400,1277,7c07ac3eb3b77febfc9386605150b3b1d610016cc26d81abc0943f47c9b09235,,outputs/correctness/qwen25_1_5b_instruct_P1_one_shot_python_400_v1_correctness.json_summary.json
323,qwen2_5_1_5b_instruct,python,OS,code_grounded_summary,300,1148,2f6edc85c4f335f5bcf8c9a4686ab9bb5d3490fefe911328e7cf66ebcbecbee0,,outputs/evaluation-and-correctness-may2026/open-source/qwen25_1_5b_instruct_P1_one_shot_python_300_v1_summary.json
323,qwen2_5_1_5b_instruct,python,OS,code_grounded_summary,400,1293,d3daf52dd652129de4055334e36432bd4df49c32c73c4cb4231eeb5be3d17f5c,,outputs/evaluation-and-correctness-may2026/open-source/qwen25_1_5b_instruct_P1_one_shot_python_400_v1_code_grounded_summary.json
323,qwen2_5_1_5b_instruct,python,OS,code_grounded_summary,400,1112,9392f4a6b0d8b78fc8d69ad49bd2711341605464b2eec466fc861d1b9737fb64,,outputs/evaluation-and-correctness-may2026/open-source/qwen25_1_5b_instruct_P1_one_shot_python_400_v1_summary.json
323,qwen2_5_1_5b_instruct,python,OS,code_grounded_summary,300,1317,19107e10c8cfb7a6adb8df418ea5279ecd5b5485b658ad57856dd225ed9b44d6,,outputs/segregated_results/open-source-base/correctness/qwen25_1_5b_instruct_P1_one_shot_python_300_v1_correctness.json_summary.json
323,qwen2_5_1_5b_instruct,python,OS,code_grounded_summary,400,1277,7c07ac3eb3b77febfc9386605150b3b1d610016cc26d81abc0943f47c9b09235,,outputs/segregated_results/open-source-base/correctness/qwen25_1_5b_instruct_P1_one_shot_python_400_v1_correctness.json_summary.json
323,qwen2_5_1_5b_instruct,python,OS,code_grounded_summary,400,1293,d3daf52dd652129de4055334e36432bd4df49c32c73c4cb4231eeb5be3d17f5c,,outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_one_shot_python_400_v1_code_grounded_summary.json
324,qwen2_5_1_5b_instruct,python,OS,raw_generation,300,168772,085f8db5759c7280cb686b704d36cef45e007981beae496822a99e165a8cee3f,,outputs/raw_generations/open-source/qwen25_1_5b_instruct_P1_one_shot_python_300_v1.jsonl
324,qwen2_5_1_5b_instruct,python,OS,raw_generation,400,271990,46df16d96337dfcb2bf92b050718df0f457289ac9863d3fecf433d74972452ff,,outputs/raw_generations/open-source/qwen25_1_5b_instruct_P1_one_shot_python_400_v1.jsonl
324,qwen2_5_1_5b_instruct,python,OS,raw_generation,300,168772,085f8db5759c7280cb686b704d36cef45e007981beae496822a99e165a8cee3f,,outputs/raw_generations/qwen25_1_5b_instruct_P1_one_shot_python_300_v1.jsonl
324,qwen2_5_1_5b_instruct,python,OS,raw_generation,400,271990,46df16d96337dfcb2bf92b050718df0f457289ac9863d3fecf433d74972452ff,,outputs/raw_generations/qwen25_1_5b_instruct_P1_one_shot_python_400_v1.jsonl
325,qwen2_5_1_5b_instruct,python,ZS,automatic_evaluation_detailed,300,282050,969738726d55fb66d5e44dd02d2bafe526125baa087ba3825c9db1a8db14f5be,,outputs/evaluations/qwen25_1_5b_instruct_P1_zero_shot_python_300_ZS_v3_detailed.jsonl
325,qwen2_5_1_5b_instruct,python,ZS,automatic_evaluation_detailed,300,290468,220a6d3b02fc285d78d490b0b94eafc88b49456d10e5daf3ab96febfe880ea6b,,outputs/evaluations/qwen25_1_5b_instruct_P1_zero_shot_python_300_ZS_v3_eval.json_detailed.jsonl
325,qwen2_5_1_5b_instruct,python,ZS,automatic_evaluation_detailed,400,332768,667516dc4a45fc190e85d66ec8584e381f42779c16ecb8c0724d9d52ade21892,,outputs/evaluations/qwen25_1_5b_instruct_P1_zero_shot_python_400_v1_eval.json_detailed.jsonl
325,qwen2_5_1_5b_instruct,python,ZS,automatic_evaluation_detailed,300,282050,969738726d55fb66d5e44dd02d2bafe526125baa087ba3825c9db1a8db14f5be,,outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_zero_shot_python_300_ZS_v3_detailed.jsonl
325,qwen2_5_1_5b_instruct,python,ZS,automatic_evaluation_detailed,300,290468,220a6d3b02fc285d78d490b0b94eafc88b49456d10e5daf3ab96febfe880ea6b,,outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_zero_shot_python_300_ZS_v3_eval.json_detailed.jsonl
325,qwen2_5_1_5b_instruct,python,ZS,automatic_evaluation_detailed,400,332768,667516dc4a45fc190e85d66ec8584e381f42779c16ecb8c0724d9d52ade21892,,outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_zero_shot_python_400_v1_eval.json_detailed.jsonl
326,qwen2_5_1_5b_instruct,python,ZS,automatic_evaluation_summary,300,1124,4612fc399e7e8b10d371aac7bf006cae2bba06966eb69b7490888a7620e862c6,,outputs/evaluations/qwen25_1_5b_instruct_P1_zero_shot_python_300_ZS_v3_eval.json_summary.json
326,qwen2_5_1_5b_instruct,python,ZS,automatic_evaluation_summary,300,1044,317c4aef6c64706b694587720e1a035d81e57d9d71b67f2a8661904adf87b904,,outputs/evaluations/qwen25_1_5b_instruct_P1_zero_shot_python_300_ZS_v3_summary.json
326,qwen2_5_1_5b_instruct,python,ZS,automatic_evaluation_summary,400,1103,66ccfac879f81686222f700ffb2f6a3b0f8d87992aef3a901293fb35a30426f3,,outputs/evaluations/qwen25_1_5b_instruct_P1_zero_shot_python_400_v1_eval.json_summary.json
326,qwen2_5_1_5b_instruct,python,ZS,automatic_evaluation_summary,300,1124,4612fc399e7e8b10d371aac7bf006cae2bba06966eb69b7490888a7620e862c6,,outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_zero_shot_python_300_ZS_v3_eval.json_summary.json
326,qwen2_5_1_5b_instruct,python,ZS,automatic_evaluation_summary,300,1044,317c4aef6c64706b694587720e1a035d81e57d9d71b67f2a8661904adf87b904,,outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_zero_shot_python_300_ZS_v3_summary.json
326,qwen2_5_1_5b_instruct,python,ZS,automatic_evaluation_summary,400,1103,66ccfac879f81686222f700ffb2f6a3b0f8d87992aef3a901293fb35a30426f3,,outputs/segregated_results/open-source-base/eval/qwen25_1_5b_instruct_P1_zero_shot_python_400_v1_eval.json_summary.json
327,qwen2_5_1_5b_instruct,python,ZS,code_grounded_detailed,300,280087,41e287ec7466c99e982b8ca154f40783031aa0df9bb528fe0693d36c8b3bffe5,,outputs/correctness/qwen25_1_5b_instruct_P1_zero_shot_python_300_ZS_v3_correctness.json_detailed.jsonl
327,qwen2_5_1_5b_instruct,python,ZS,code_grounded_detailed,400,320465,c075ef9df0930052e1c9b9dc15456cf4a188495299210ca6e18cf31c4525d5ca,,outputs/correctness/qwen25_1_5b_instruct_P1_zero_shot_python_400_v1_correctness_detailed.jsonl
327,qwen2_5_1_5b_instruct,python,ZS,code_grounded_detailed,300,290475,34ae172770c052c04eb78746f59a03edd5d63f9eceb5929d823b943a2937146e,,outputs/evaluation-and-correctness-may2026/open-source/qwen25_1_5b_instruct_P1_zero_shot_python_300_ZS_v3_detailed.jsonl
327,qwen2_5_1_5b_instruct,python,ZS,code_grounded_detailed,400,320465,c075ef9df0930052e1c9b9dc15456cf4a188495299210ca6e18cf31c4525d5ca,,outputs/evaluation-and-correctness-may2026/open-source/qwen25_1_5b_instruct_P1_zero_shot_python_400_v1_code_grounded_detailed.jsonl
327,qwen2_5_1_5b_instruct,python,ZS,code_grounded_detailed,400,332762,85eb544627c1fc5e94023bb5c2075dc99a443ab73384b7c7c34de312186ee597,,outputs/evaluation-and-correctness-may2026/open-source/qwen25_1_5b_instruct_P1_zero_shot_python_400_v1_detailed.jsonl
327,qwen2_5_1_5b_instruct,python,ZS,code_grounded_detailed,300,280087,41e287ec7466c99e982b8ca154f40783031aa0df9bb528fe0693d36c8b3bffe5,,outputs/segregated_results/open-source-base/correctness/qwen25_1_5b_instruct_P1_zero_shot_python_300_ZS_v3_correctness.json_detailed.jsonl
327,qwen2_5_1_5b_instruct,python,ZS,code_grounded_detailed,400,320465,c075ef9df0930052e1c9b9dc15456cf4a188495299210ca6e18cf31c4525d5ca,,outputs/segregated_results/open-source-base/correctness/qwen25_1_5b_instruct_P1_zero_shot_python_400_v1_correctness_detailed.jsonl
327,qwen2_5_1_5b_instruct,python,ZS,code_grounded_detailed,400,320465,c075ef9df0930052e1c9b9dc15456cf4a188495299210ca6e18cf31c4525d5ca,,outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_zero_shot_python_400_v1_code_grounded_detailed.jsonl
328,qwen2_5_1_5b_instruct,python,ZS,code_grounded_summary,300,1297,3d0905d5fd0f36f2c2eb3fdeb05af55a1589a7a4cfca615e738249370f73a118,,outputs/correctness/qwen25_1_5b_instruct_P1_zero_shot_python_300_ZS_v3_correctness.json_summary.json
328,qwen2_5_1_5b_instruct,python,ZS,code_grounded_summary,400,1280,a107e40bfa65b5d4566ad9a645d76503bf090ba358df6e462c640fdffa287adc,,outputs/correctness/qwen25_1_5b_instruct_P1_zero_shot_python_400_v1_correctness_summary.json
328,qwen2_5_1_5b_instruct,python,ZS,code_grounded_summary,300,1136,d3ba29d99d7cb2262236425f34eb1669f869ee2c5d7db0efb77041a3169e54e9,,outputs/evaluation-and-correctness-may2026/open-source/qwen25_1_5b_instruct_P1_zero_shot_python_300_ZS_v3_summary.json
328,qwen2_5_1_5b_instruct,python,ZS,code_grounded_summary,400,1280,a107e40bfa65b5d4566ad9a645d76503bf090ba358df6e462c640fdffa287adc,,outputs/evaluation-and-correctness-may2026/open-source/qwen25_1_5b_instruct_P1_zero_shot_python_400_v1_code_grounded_summary.json
328,qwen2_5_1_5b_instruct,python,ZS,code_grounded_summary,400,1103,bc93b473489bfc9a102906ae1a4a7dd2bdcca3e8a45ca0976eded8170ed54d7e,,outputs/evaluation-and-correctness-may2026/open-source/qwen25_1_5b_instruct_P1_zero_shot_python_400_v1_summary.json
328,qwen2_5_1_5b_instruct,python,ZS,code_grounded_summary,300,1297,3d0905d5fd0f36f2c2eb3fdeb05af55a1589a7a4cfca615e738249370f73a118,,outputs/segregated_results/open-source-base/correctness/qwen25_1_5b_instruct_P1_zero_shot_python_300_ZS_v3_correctness.json_summary.json
328,qwen2_5_1_5b_instruct,python,ZS,code_grounded_summary,400,1280,a107e40bfa65b5d4566ad9a645d76503bf090ba358df6e462c640fdffa287adc,,outputs/segregated_results/open-source-base/correctness/qwen25_1_5b_instruct_P1_zero_shot_python_400_v1_correctness_summary.json
328,qwen2_5_1_5b_instruct,python,ZS,code_grounded_summary,400,1280,a107e40bfa65b5d4566ad9a645d76503bf090ba358df6e462c640fdffa287adc,,outputs/segregated_results/open-source-base/may2026/open-source/qwen25_1_5b_instruct_P1_zero_shot_python_400_v1_code_grounded_summary.json
329,qwen2_5_1_5b_instruct,python,ZS,raw_generation,300,184748,df4e85447e55ed721b56a8d5e721a9e57b031f4840241f570294fb86a171711a,,outputs/raw_generations/open-source/qwen25_1_5b_instruct_P1_zero_shot_python_300_ZS_v3.jsonl
329,qwen2_5_1_5b_instruct,python,ZS,raw_generation,300,184748,df4e85447e55ed721b56a8d5e721a9e57b031f4840241f570294fb86a171711a,,outputs/raw_generations/qwen25_1_5b_instruct_P1_zero_shot_python_300_ZS_v3.jsonl
329,qwen2_5_1_5b_instruct,python,ZS,raw_generation,400,273757,e452ebac590faa83a7463cf76b024992cda5ef31e515de563d54a6460d9da7a0,,outputs/raw_generations/qwen25_1_5b_instruct_P1_zero_shot_python_400_v1.jsonl
330,qwen2_5_1_5b_instruct_lora,java,FS,code_grounded_detailed,400,339348,65be89fbfb1fd3f7ac79ace5ad895ccf0a101aceab5b0b32480e6488e3870ac9,,outputs/correctness/qwen25_1_5b_instruct_lora_multilang_P1_few_shot_java_400_v1_correctness_detailed.jsonl
330,qwen2_5_1_5b_instruct_lora,java,FS,code_grounded_detailed,400,338948,dc470c833a7ad98c302ce5f931e1bc5b2e151bc87d6d2fda39f6f30d3e6472d8,,outputs/evaluation-and-correctness-may2026/open-source-fine-tuned/qwen25_1_5b_instruct_lora_multilang/qwen25_1_5b_instruct_lora_multilang_P1_few_shot_java_400_v1_code_grounded_detailed.jsonl
330,qwen2_5_1_5b_instruct_lora,java,FS,code_grounded_detailed,400,356066,8368019733109c4b13149aa53e401e8fa291a68258d75ec7a29574b1632f41ea,,outputs/evaluation-and-correctness-may2026/open-source-fine-tuned/qwen25_1_5b_instruct_lora_multilang/qwen25_1_5b_instruct_lora_multilang_P1_few_shot_java_400_v1_detailed.jsonl
330,qwen2_5_1_5b_instruct_lora,java,FS,code_grounded_detailed,400,339348,65be89fbfb1fd3f7ac79ace5ad895ccf0a101aceab5b0b32480e6488e3870ac9,,outputs/segregated_results/open-source-lora/correctness/qwen25_1_5b_instruct_lora_multilang_P1_few_shot_java_400_v1_correctness_detailed.jsonl
331,qwen2_5_1_5b_instruct_lora,java,FS,code_grounded_summary,400,1594,ef816a385339af1b7fd186f79652b461b222a4e511795bb80e070c449b145ece,,outputs/correctness/qwen25_1_5b_instruct_lora_multilang_P1_few_shot_java_400_v1_correctness_summary.json
331,qwen2_5_1_5b_instruct_lora,java,FS,code_grounded_summary,400,1380,4043e703414122c1eafd77e3e6220dec7ce7b28dec754e41a86ce4f82a5962e0,,outputs/evaluation-and-correctness-may2026/open-source-fine-tuned/qwen25_1_5b_instruct_lora_multilang/qwen25_1_5b_instruct_lora_multilang_P1_few_shot_java_400_v1_code_grounded_summary.json
331,qwen2_5_1_5b_instruct_lora,java,FS,code_grounded_summary,400,1185,c00838ff7b0ac47bba6e7bbe64063a5e81a126fd3d83cf262aed6183be135d7a,,outputs/evaluation-and-correctness-may2026/open-source-fine-tuned/qwen25_1_5b_instruct_lora_multilang/qwen25_1_5b_instruct_lora_multilang_P1_few_shot_java_400_v1_summary.json
331,qwen2_5_1_5b_instruct_lora,java,FS,code_grounded_summary,400,1594,ef816a385339af1b7fd186f79652b461b222a4e511795bb80e070c449b145ece,,outputs/segregated_results/open-source-lora/correctness/qwen25_1_5b_instruct_lora_multilang_P1_few_shot_java_400_v1_correctness_summary.json
332,qwen2_5_1_5b_instruct_lora,java,OS,code_grounded_detailed,400,340074,342faa9c2482ff461f696bdec63ab20d7a713d38b762dd8b0b0769a5bf4bbe2c,,outputs/correctness/qwen25_1_5b_instruct_lora_multilang_P1_one_shot_java_400_v1_correctness_detailed.jsonl
332,qwen2_5_1_5b_instruct_lora,java,OS,code_grounded_detailed,400,339674,d51ffc41b697e8ea16801707f6ffa9d99e3c453f1ea5e205004f8ff993c9ed5a,,outputs/evaluation-and-correctness-may2026/open-source-fine-tuned/qwen25_1_5b_instruct_lora_multilang/qwen25_1_5b_instruct_lora_multilang_P1_one_shot_java_400_v1_code_grounded_detailed.jsonl
332,qwen2_5_1_5b_instruct_lora,java,OS,code_grounded_detailed,400,355842,cb98ea49e59f36bd35f8c496dfe7b4e1f15a2c19571a0d33c7deef5e02852bf0,,outputs/evaluation-and-correctness-may2026/open-source-fine-tuned/qwen25_1_5b_instruct_lora_multilang/qwen25_1_5b_instruct_lora_multilang_P1_one_shot_java_400_v1_detailed.jsonl
332,qwen2_5_1_5b_instruct_lora,java,OS,code_grounded_detailed,400,340074,342faa9c2482ff461f696bdec63ab20d7a713d38b762dd8b0b0769a5bf4bbe2c,,outputs/segregated_results/open-source-lora/correctness/qwen25_1_5b_instruct_lora_multilang_P1_one_shot_java_400_v1_correctness_detailed.jsonl
333,qwen2_5_1_5b_instruct_lora,java,OS,code_grounded_summary,400,1596,92e4daa4309c93a74a7537938aa69550b3e230e1cee7c76c491d4646690a5cda,,outputs/correctness/qwen25_1_5b_instruct_lora_multilang_P1_one_shot_java_400_v1_correctness_summary.json
333,qwen2_5_1_5b_instruct_lora,java,OS,code_grounded_summary,400,1382,1fee83239fda58f591712eeaab01bf5098c51b9e864038d70ad14da910e9d648,,outputs/evaluation-and-correctness-may2026/open-source-fine-tuned/qwen25_1_5b_instruct_lora_multilang/qwen25_1_5b_instruct_lora_multilang_P1_one_shot_java_400_v1_code_grounded_summary.json
333,qwen2_5_1_5b_instruct_lora,java,OS,code_grounded_summary,400,1185,5ae9f18dc249843a7e4bf2e1a45bf652bc616335af0f41624bf83d9cb0cd6011,,outputs/evaluation-and-correctness-may2026/open-source-fine-tuned/qwen25_1_5b_instruct_lora_multilang/qwen25_1_5b_instruct_lora_multilang_P1_one_shot_java_400_v1_summary.json
333,qwen2_5_1_5b_instruct_lora,java,OS,code_grounded_summary,400,1596,92e4daa4309c93a74a7537938aa69550b3e230e1cee7c76c491d4646690a5cda,,outputs/segregated_results/open-source-lora/correctness/qwen25_1_5b_instruct_lora_multilang_P1_one_shot_java_400_v1_correctness_summary.json
334,qwen2_5_1_5b_instruct_lora,java,ZS,code_grounded_detailed,400,351183,c4f5a8ddfea5c512b855a6b8c41a8d82fdce993bf26b763e83b1460f05acef6f,,outputs/correctness/qwen25_1_5b_instruct_lora_multilang_P1_zero_shot_java_400_v1_correctness_detailed.jsonl
334,qwen2_5_1_5b_instruct_lora,java,ZS,code_grounded_detailed,400,350783,bd12b623361a066691b6c4abb3f9b8f5adfbc0b3cc2fe3990c5937b510acade5,,outputs/evaluation-and-correctness-may2026/open-source-fine-tuned/qwen25_1_5b_instruct_lora_multilang/qwen25_1_5b_instruct_lora_multilang_P1_zero_shot_java_400_v1_code_grounded_detailed.jsonl
334,qwen2_5_1_5b_instruct_lora,java,ZS,code_grounded_detailed,400,366979,4a19d4a254fabbbf81c190738734e32b8823735bd20a961f2d1dc70c45c4c4f9,,outputs/evaluation-and-correctness-may2026/open-source-fine-tuned/qwen25_1_5b_instruct_lora_multilang/qwen25_1_5b_instruct_lora_multilang_P1_zero_shot_java_400_v1_detailed.jsonl
334,qwen2_5_1_5b_instruct_lora,java,ZS,code_grounded_detailed,400,351183,c4f5a8ddfea5c512b855a6b8c41a8d82fdce993bf26b763e83b1460f05acef6f,,outputs/segregated_results/open-source-lora/correctness/qwen25_1_5b_instruct_lora_multilang_P1_zero_shot_java_400_v1_correctness_detailed.jsonl
335,qwen2_5_1_5b_instruct_lora,java,ZS,code_grounded_summary,400,1599,600e6a3b16ca05ba83f6c7db326afd879be3bda8fb7318d7359c90c52551be32,,outputs/correctness/qwen25_1_5b_instruct_lora_multilang_P1_zero_shot_java_400_v1_correctness_summary.json
335,qwen2_5_1_5b_instruct_lora,java,ZS,code_grounded_summary,400,1385,8cda12d2842cfaf6ebdfc46a36df32df1704fdc2ae4bc73f979fddf3307dd2c1,,outputs/evaluation-and-correctness-may2026/open-source-fine-tuned/qwen25_1_5b_instruct_lora_multilang/qwen25_1_5b_instruct_lora_multilang_P1_zero_shot_java_400_v1_code_grounded_summary.json
335,qwen2_5_1_5b_instruct_lora,java,ZS,code_grounded_summary,400,1182,0a66eab2edfb798307e8d41ea730cae1d727233cbaa8df628e6d01867bacd674,,outputs/evaluation-and-correctness-may2026/open-source-fine-tuned/qwen25_1_5b_instruct_lora_multilang/qwen25_1_5b_instruct_lora_multilang_P1_zero_shot_java_400_v1_summary.json
335,qwen2_5_1_5b_instruct_lora,java,ZS,code_grounded_summary,400,1599,600e6a3b16ca05ba83f6c7db326afd879be3bda8fb7318d7359c90c52551be32,,outputs/segregated_results/open-source-lora/correctness/qwen25_1_5b_instruct_lora_multilang_P1_zero_shot_java_400_v1_correctness_summary.json
336,qwen2_5_1_5b_instruct_lora,javascript,FS,automatic_evaluation_detailed,400,345590,6ed1e662b5feeeee658f68ae00aa1c1c44a43e79c386d78553f3dedd469243bb,,outputs/evaluations/qwen25_1_5b_instruct_lora_multilang_P1_few_shot_javascript_400_v1_eval.json_detailed.jsonl
336,qwen2_5_1_5b_instruct_lora,javascript,FS,automatic_evaluation_detailed,400,345590,6ed1e662b5feeeee658f68ae00aa1c1c44a43e79c386d78553f3dedd469243bb,,outputs/segregated_results/open-source-lora/eval/qwen25_1_5b_instruct_lora_multilang_P1_few_shot_javascript_400_v1_eval.json_detailed.jsonl
337,qwen2_5_1_5b_instruct_lora,javascript,FS,automatic_evaluation_summary,400,1310,43cf27dbd28a83f11319a3e0e46bfde1937472ef75ad915f03507b5d353bcf9a,,outputs/evaluations/qwen25_1_5b_instruct_lora_multilang_P1_few_shot_javascript_400_v1_eval.json_summary.json
337,qwen2_5_1_5b_instruct_lora,javascript,FS,automatic_evaluation_summary,400,1310,43cf27dbd28a83f11319a3e0e46bfde1937472ef75ad915f03507b5d353bcf9a,,outputs/segregated_results/open-source-lora/eval/qwen25_1_5b_instruct_lora_multilang_P1_few_shot_javascript_400_v1_eval.json_summary.json
338,qwen2_5_1_5b_instruct_lora,javascript,FS,code_grounded_detailed,400,334400,6c3cd6c4d37da4d00b9cd087ff859fdc0b355bf5f90cae88cffdc7e3424d1cd0,,outputs/correctness/qwen25_1_5b_instruct_lora_multilang_P1_few_shot_javascript_400_v1_correctness_detailed.jsonl
